1,1745766741230,14962,Publish Ack (id=11551)
2,1745766891007,14909,Publish Ack (id=5)
3,1745766895875,22778,Publish Ack (id=59)
4,1745766910968,21939,Publish Ack (id=22)
5,1745766921377,14727,Publish Ack (id=2)
6,1745766931010,14872,Publish Ack (id=5)
7,1745766951121,358,Connect Ack
